Lab_Name,Test_Name,Price,City,Area,Latitude,Longitude
Aarthi Scans,Iron Profile,679,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Liver Function Test,655,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,PSA Test,1153,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Pap Smear Test,1736,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Post Lunch Blood Sugar,149,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Potassium Test,286,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Pregnancy Test,372,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Prolactin Test,545,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Rheumatoid Factor,730,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Senior Citizen Checkup,1875,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Sodium Test,356,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,T3 T4 TSH,598,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,TSH Test,339,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Thyroid Profile,685,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Triglycerides Test,261,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Typhoid Test,572,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Urine Routine Test,149,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Vitamin B12 Test,762,Hyderabad,Gachibowli,17.4401,78.3489
Aarthi Scans,Women Health Checkup,3535,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Anemia Profile,2028,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Bilirubin Test,283,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Blood Group Test,236,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Blood Sugar Test,98,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,COVID RT-PCR,838,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,CRP Test,429,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Calcium Test,242,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Cardiac Risk Profile,2326,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Cholesterol Test,476,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Complete Blood Count,418,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Creatinine Test,358,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Dengue NS1 Antigen,756,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Diabetes Profile,1457,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,ESR,271,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Electrolytes Test,685,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Fasting Blood Sugar,139,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Ferritin Test,1051,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Fever Profile,1595,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Full Body Checkup,2903,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,HbA1c,592,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Insulin Test,773,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Kidney Function Test,952,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Lipid Profile,923,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Malaria Parasite Test,283,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Pap Smear Test,994,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Post Lunch Blood Sugar,89,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Potassium Test,175,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Pregnancy Test,309,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Prolactin Test,762,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Rheumatoid Factor,458,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Senior Citizen Checkup,4316,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,T3 T4 TSH,634,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,TSH Test,441,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Triglycerides Test,483,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Typhoid Test,357,Hyderabad,Gachibowli,17.4401,78.3489
Apollo Diagnostics,Urine Routine Test,203,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Blood Group Test,140,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,COVID RT-PCR,980,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Calcium Test,241,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Cholesterol Test,465,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Complete Blood Count,307,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Dengue IgG IgM,1030,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Dengue NS1 Antigen,671,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Electrolytes Test,419,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Ferritin Test,554,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Fever Profile,925,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Full Body Checkup,1310,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Hepatitis B Test,929,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Iron Profile,1163,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Kidney Function Test,856,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Lipid Profile,516,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Malaria Parasite Test,253,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Pap Smear Test,1380,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Post Lunch Blood Sugar,93,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Potassium Test,364,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Pregnancy Test,310,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Prolactin Test,438,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Rheumatoid Factor,785,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Senior Citizen Checkup,3374,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Sodium Test,232,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,T3 T4 TSH,844,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,TSH Test,390,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Triglycerides Test,370,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Uric Acid Test,355,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Vitamin B12 Test,1286,Hyderabad,Gachibowli,17.4401,78.3489
Care Diagnostics,Vitamin D Test,1203,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Anemia Profile,1762,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Blood Group Test,222,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Blood Sugar Test,168,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,CBC with ESR,478,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,COVID RT-PCR,661,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,CRP Test,713,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Cholesterol Test,474,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Complete Blood Count,326,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Creatinine Test,332,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Dengue IgG IgM,887,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Dengue NS1 Antigen,1371,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Diabetes Profile,1777,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,ESR,311,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Electrolytes Test,603,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Ferritin Test,1029,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Fever Profile,787,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Full Body Checkup,3370,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,HIV Test,498,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Hepatitis B Test,983,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Insulin Test,811,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Iron Profile,1106,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Kidney Function Test,588,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Lipid Profile,571,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Liver Function Test,700,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,PSA Test,943,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Post Lunch Blood Sugar,98,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Pregnancy Test,316,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Senior Citizen Checkup,4419,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Sodium Test,368,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,T3 T4 TSH,774,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,TSH Test,342,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Thyroid Profile,948,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Triglycerides Test,431,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Typhoid Test,578,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Uric Acid Test,309,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Urine Routine Test,189,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Vitamin B12 Test,808,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Vitamin D Test,1057,Hyderabad,Gachibowli,17.4401,78.3489
Continental Diagnostics,Women Health Checkup,3948,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Anemia Profile,1085,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Bilirubin Test,310,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Blood Group Test,142,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Blood Sugar Test,121,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,CBC with ESR,618,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,CRP Test,831,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Calcium Test,429,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Cholesterol Test,301,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Complete Blood Count,502,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Dengue IgG IgM,837,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Diabetes Profile,1305,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,ESR,138,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Electrolytes Test,782,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Fasting Blood Sugar,141,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Ferritin Test,1098,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,HIV Test,402,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,HbA1c,627,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Hepatitis B Test,845,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Iron Profile,1007,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Kidney Function Test,568,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Lipid Profile,841,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Liver Function Test,1085,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Malaria Parasite Test,665,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,PSA Test,1093,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Pap Smear Test,1383,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Post Lunch Blood Sugar,176,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Potassium Test,330,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Pregnancy Test,303,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Prolactin Test,484,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Sodium Test,297,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,T3 T4 TSH,641,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,TSH Test,475,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Triglycerides Test,488,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Uric Acid Test,323,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Urine Routine Test,218,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Vitamin B12 Test,1219,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Vitamin D Test,1021,Hyderabad,Gachibowli,17.4401,78.3489
Dr Lal PathLabs,Women Health Checkup,3915,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Anemia Profile,1736,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Bilirubin Test,454,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Blood Group Test,210,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,CBC with ESR,473,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,COVID RT-PCR,1035,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,CRP Test,483,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Calcium Test,380,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Cholesterol Test,261,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Complete Blood Count,293,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Creatinine Test,198,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Electrolytes Test,689,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Fasting Blood Sugar,134,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Ferritin Test,1051,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Fever Profile,902,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,HIV Test,635,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,HbA1c,591,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Hepatitis B Test,555,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Insulin Test,624,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Iron Profile,1081,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Kidney Function Test,668,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Lipid Profile,473,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Pap Smear Test,1601,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Potassium Test,230,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Pregnancy Test,289,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Prolactin Test,766,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Rheumatoid Factor,482,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Sodium Test,391,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,T3 T4 TSH,596,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,TSH Test,476,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Thyroid Profile,839,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Triglycerides Test,386,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Typhoid Test,438,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Urine Routine Test,276,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Vitamin B12 Test,814,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Vitamin D Test,1482,Hyderabad,Gachibowli,17.4401,78.3489
KIMS Diagnostics,Women Health Checkup,3220,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Bilirubin Test,236,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Blood Group Test,297,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Blood Sugar Test,123,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,CBC with ESR,736,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,COVID RT-PCR,1079,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,CRP Test,629,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Cardiac Risk Profile,2397,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Cholesterol Test,227,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Complete Blood Count,516,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Creatinine Test,296,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Dengue IgG IgM,728,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Dengue NS1 Antigen,1044,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Diabetes Profile,1280,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,ESR,300,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Electrolytes Test,571,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Fever Profile,870,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Full Body Checkup,1779,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,HbA1c,468,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Hepatitis B Test,981,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Insulin Test,1255,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Iron Profile,609,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Kidney Function Test,851,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Lipid Profile,697,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Liver Function Test,908,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Malaria Parasite Test,687,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,PSA Test,982,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Pap Smear Test,1391,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Post Lunch Blood Sugar,170,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Pregnancy Test,297,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Prolactin Test,894,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Rheumatoid Factor,791,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Senior Citizen Checkup,2898,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Sodium Test,230,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,T3 T4 TSH,813,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,TSH Test,381,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Thyroid Profile,992,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Triglycerides Test,256,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Typhoid Test,421,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Urine Routine Test,284,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Vitamin B12 Test,774,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Vitamin D Test,1181,Hyderabad,Gachibowli,17.4401,78.3489
Lucid Diagnostics,Women Health Checkup,3597,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Anemia Profile,1906,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Bilirubin Test,328,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Blood Sugar Test,101,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,COVID RT-PCR,882,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Calcium Test,269,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Cardiac Risk Profile,2994,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Cholesterol Test,333,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Creatinine Test,376,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Dengue NS1 Antigen,953,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,ESR,279,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Electrolytes Test,565,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Ferritin Test,1086,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Fever Profile,1342,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Full Body Checkup,3465,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,HIV Test,380,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,HbA1c,667,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Hepatitis B Test,744,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Insulin Test,1178,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Iron Profile,945,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Lipid Profile,889,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Liver Function Test,968,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Malaria Parasite Test,447,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,PSA Test,1544,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Post Lunch Blood Sugar,90,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Potassium Test,355,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Pregnancy Test,191,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Prolactin Test,791,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Rheumatoid Factor,710,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Senior Citizen Checkup,3719,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Sodium Test,304,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,TSH Test,456,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Triglycerides Test,548,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Typhoid Test,794,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Uric Acid Test,416,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Urine Routine Test,288,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Vitamin B12 Test,1027,Hyderabad,Gachibowli,17.4401,78.3489
Matrix Diagnostics,Women Health Checkup,3167,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Anemia Profile,1414,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Bilirubin Test,399,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Blood Group Test,167,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Blood Sugar Test,150,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,CBC with ESR,695,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,COVID RT-PCR,884,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,CRP Test,502,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Calcium Test,450,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Cardiac Risk Profile,2002,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Cholesterol Test,226,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Complete Blood Count,304,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Creatinine Test,195,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Dengue IgG IgM,987,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Dengue NS1 Antigen,1117,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Electrolytes Test,854,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Ferritin Test,1098,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Fever Profile,1191,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Full Body Checkup,1814,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,HbA1c,453,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Hepatitis B Test,414,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Insulin Test,1152,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Iron Profile,789,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Lipid Profile,923,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Liver Function Test,798,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Malaria Parasite Test,293,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,PSA Test,1060,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Pap Smear Test,993,Hyderabad,Gachibowli,17.4401,78.3489
MedPlus Diagnostics,Potassium Test,357,Hyderabad,Gachibowli,17.4401,78.3489
